"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Geneid"
4.99194369550309,0.423774476427492,0.796678606448071,0.531926517164629,0.594776890674715,NA,"ENSG00000301079.1"
5.31293830992433,-0.961105719143453,0.923267159081232,-1.04098332718763,0.297883286335291,NA,"ENSG00000267666.3"
1.68962646427583,-1.34489444472518,1.64315870722819,-0.818481159981107,0.413082495504017,NA,"ENSG00000306429.1"
2.16351547545268,-0.126343496187925,1.31128104915402,-0.0963511950923377,0.923241652381044,NA,"ENSG00000099812.11"
2.70710530116836,0.268163939919887,1.19841526493326,0.223765457405803,0.822939809428777,NA,"ENSG00000272473.3"
5.03513380708901,0.666806272600158,0.786349465126518,0.847977015528171,0.396450771245025,NA,"ENSG00000267530.6"
2.0795854485335,-0.115726598523638,1.43421570515207,-0.08068981402722,0.935688637630591,NA,"ENSG00000197561.9"
1.30370411904366,1.28827044473336,1.66712255500978,0.772750893965203,0.439669820308682,NA,"ENSG00000275162.1"
3.8027647449139,0.0842120995590652,0.968596611920258,0.0869423850163107,0.930717308684201,NA,"ENSG00000294172.1"
3.13282560997356,-0.0931980631778216,1.00820897452122,-0.092439231878569,0.926349070317779,NA,"ENSG00000306100.1"
1.99081927968044,-0.679355025358071,1.23472022687336,-0.550209683596405,0.582175562468714,NA,"ENSG00000288704.2"
3.59806125027939,-0.266275545923812,1.0950811679019,-0.243155990376473,0.807884558399884,NA,"ENSG00000228300.15"
3.75751519448761,0.0642544201344686,1.052946970328,0.0610234151815383,0.951340561185309,NA,"ENSG00000267372.2"
2.03550979527024,-0.417418072035243,1.35527716405044,-0.307994617711797,0.758086427847976,NA,"ENSG00000279488.1"
4.94147618107775,0.233653327114423,0.82473507091059,0.283307131411844,0.776941411063875,NA,"ENSG00000280486.2"
3.53683159014148,1.66127606068357,1.05206423145453,1.57906334139577,0.114321529059518,NA,"ENSG00000248015.7"
3.00301885627818,-0.362013164311677,1.14664888199696,-0.315714051612042,0.752219560174782,NA,"ENSG00000185988.17"
2.75687591630327,-1.18297521163002,1.19916133668199,-0.986502128982281,0.323886771036457,NA,"ENSG00000267092.2"
1.57180685263711,0.0382382196543569,1.53499795840645,0.0249109254152062,0.980126012718214,NA,"ENSG00000267141.1"
2.08525098979047,-0.257236690626699,1.24762921881898,-0.206180399389975,0.836649997937672,NA,"ENSG00000188305.7"
5.06094780255456,0.28023592558896,0.809922192597134,0.346003515091175,0.729340073056371,NA,"ENSG00000267201.2"
1.56084156367875,1.12924103788471,1.78339844061737,0.633196156375349,0.526605555407315,NA,"ENSG00000301105.1"
4.49582277413648,-0.298005009934416,0.957472039066687,-0.311241475233994,0.755617055038298,NA,"ENSG00000287766.1"
1.79384032825438,-1.0974393837956,1.51228729944913,-0.725681809399146,0.468033855816654,NA,"ENSG00000172000.8"
3.49742148683102,0.644458359717192,0.94670429072575,0.680738817844741,0.496036769463248,NA,"ENSG00000253392.5"
2.09629506814851,-0.761822354130922,1.30119636977307,-0.585478388833641,0.55822609376625,NA,"ENSG00000279452.1"
5.31300908581373,-0.388065516737488,0.798752773124677,-0.485839335767683,0.627081082514113,NA,"ENSG00000105289.17"
1.40945029954123,-1.19557877732125,1.6238371365873,-0.736267665262237,0.461567820137455,NA,"ENSG00000294388.1"
3.48667356715989,0.988488756610858,0.995675508345466,0.992782034232668,0.320816187005836,NA,"ENSG00000269318.1"
2.93783193258099,-0.462795447889201,1.10270316945869,-0.419691772643027,0.674710636164539,NA,"ENSG00000267980.1"
4.13172135985075,-0.872509113595735,0.948771776318804,-0.919619591743163,0.357771584946781,NA,"ENSG00000267769.1"
4.14581844698151,-0.0735099398269745,0.851294357205143,-0.0863507894828677,0.93118756504673,NA,"ENSG00000267011.5"
4.6911399533121,0.502320360076253,0.896335399100286,0.56041562185368,0.575195978529086,NA,"ENSG00000205790.2"
2.60138137717554,1.26642480194818,1.23675856660269,1.02398708700841,0.305841374129934,NA,"ENSG00000303840.1"
2.9626148383164,-0.0484188201881564,1.02943537566486,-0.0470343465289264,0.962485853238742,NA,"ENSG00000274447.2"
2.35857425009715,1.62155076091374,1.17854986256239,1.37588642824851,0.168856797645965,NA,"ENSG00000223573.8"
4.21938734192646,-1.13642851275422,0.944718020277908,-1.20292879818247,0.229003875036557,NA,"ENSG00000266983.4"
4.80151292095399,-1.31592591328469,0.847387209324018,-1.55292161458802,0.120441862293834,NA,"ENSG00000308886.1"
